model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
2,2020,34495,2,1501,0,145,50.4,2
2,2020,35495,2,1501,0,145,47.1,3
3,2020,29995,2,1501,0,145,58.9,2
3,2020,30995,2,10,0,145,60.1,2
1,2016,18495,1,24452,0,125,60.1,2
10,2016,20995,2,26531,0,145,54.3,2
2,2015,15495,1,31468,0,30,61.4,2
10,2016,21600,0,32330,0,200,47.9,3
0,2018,17850,0,748,1,145,47.9,2
8,2017,18200,1,21695,0,125,58.9,2
14,2020,64995,2,1501,0,145,33.6,3
13,2019,54995,2,3455,0,145,34.9,3
8,2013,11995,2,64637,0,160,51.4,2
9,2019,27995,2,1501,0,145,50.4,2
4,2019,31995,2,1912,0,145,65.7,2
3,2019,34995,2,11,0,145,53.3,3
8,2019,27495,2,11,0,145,60.1,2
8,2019,26995,2,11,0,145,60.1,2
0,2018,15250,0,11487,1,145,55.5,1.5
1,2017,15800,0,51468,0,125,60.1,2
1,2015,13500,1,24621,1,145,47.9,2
2,2013,8995,1,32939,0,30,62.8,2
1,2018,19000,2,7680,1,145,39.2,1.5
2,2017,15300,2,16935,1,125,51.4,2
8,2017,14300,1,30533,0,150,68.9,2
8,2019,25995,1,1501,1,145,51.4,1.5
2,2020,30995,2,1501,1,145,42.2,2
17,2019,56995,2,1501,1,145,34,3
2,2020,30995,2,1501,0,145,52.3,2
17,2019,49995,2,1501,1,145,34,3
3,2019,28995,2,1501,0,145,65.7,2
2,2020,34995,2,11,0,145,49.6,2
1,2017,16498,2,22919,0,145,64.2,2
12,2018,37498,0,25930,1,145,29.1,4.4
2,2019,26995,2,9907,0,145,52.3,2
0,2019,24995,1,1501,1,145,41.5,1.5
1,2019,27995,2,11,1,145,39.8,3
0,2017,20998,2,22018,1,145,39.8,3
8,2016,17998,2,45944,0,150,55.4,2
1,2015,10998,2,51719,0,20,68.9,2
4,2017,23500,2,27726,2,135,156.9,2
8,2014,10295,2,55000,0,150,56.5,2
0,2016,12995,2,33291,0,20,67.3,2
4,2018,25995,2,30418,0,145,60.1,3
2,2019,36995,2,3040,1,145,34.9,3
0,2017,15995,2,21469,0,20,70.6,2
12,2019,46995,2,5966,0,145,37.7,3
12,2019,52995,2,6326,0,145,37.7,3
12,2019,52995,2,6997,0,145,37.7,3
8,2016,19495,2,38267,1,160,44.8,2
0,2019,19495,1,7753,0,145,65.7,2
1,2017,16498,2,26335,0,145,64.2,2
4,2018,25998,2,7776,0,145,49.6,2
0,2018,17991,1,7100,1,145,37.2,1.5
0,2017,12495,1,44506,0,145,68.9,2
6,2019,59995,2,1501,0,145,41.5,3
0,2014,9991,1,49064,0,30,65.7,2
0,2016,11470,1,18802,0,0,83.1,1.5
2,2017,14590,1,34552,0,30,65.7,2
2,2016,17991,2,30100,0,145,53.3,3
11,2015,21437,0,33289,0,200,47.9,3
0,2014,10540,0,45263,0,30,64.2,2
2,2018,19998,2,23050,1,145,48.7,2
8,2020,29995,2,1501,0,145,50.4,2
4,2020,31995,2,1501,2,145,49.6,2
3,2020,27495,2,10,0,145,65.7,2
3,2020,27495,2,10,1,145,48.7,2
9,2020,31995,2,1501,0,145,61.4,2
1,2020,32995,2,1501,1,145,36.2,2
7,2020,59995,2,1501,1,145,31.7,3
1,2020,28995,2,1501,0,145,49.6,2
4,2016,21298,2,40120,0,200,47.9,3
1,2017,16498,2,12458,0,30,64.2,2
0,2017,20698,0,20763,1,145,39.8,3
1,2017,13998,1,23541,0,20,68.9,1.5
2,2018,20998,2,23833,0,150,57.7,2
2,2017,18698,2,40841,0,150,64.2,2
1,2017,16498,2,22645,0,145,64.2,2
0,2015,11995,2,23484,0,30,64.2,2
2,2016,12950,1,59833,0,125,61.4,2
3,2017,16507,0,26800,0,30,65.7,2
2,2019,27995,2,3751,0,145,52.3,2
3,2019,27995,2,1501,0,145,65.7,2
11,2019,33995,2,7141,0,145,42.8,2
4,2013,8997,1,82949,0,30,62.8,2
2,2016,16247,0,28384,0,125,60.1,2
4,2016,16000,2,30070,0,30,62.8,2
11,2016,18860,2,75680,0,145,54.3,2
8,2016,17360,2,25710,0,30,65.7,2
2,2016,14050,2,45741,2,0,148.7,2
4,2015,14495,0,35980,0,30,62.8,2
3,2016,16550,2,31125,1,165,46.3,2
2,2016,17250,0,31561,2,0,134.5,2
12,2019,47995,2,4339,0,145,37.7,3
0,2020,23995,1,1501,0,145,57.7,1.5
14,2020,69995,2,1501,0,145,33.6,3
0,2015,15995,2,26629,0,125,60.1,2
1,2020,29995,2,1501,0,145,49.6,2
11,2020,44995,2,11,0,145,37.2,3
20,2020,34995,2,1501,1,145,38.7,2
4,2017,21470,2,35138,0,145,62.8,2
0,2016,11497,1,52409,0,30,65.7,2
2,2015,14247,0,51650,0,145,56.5,2
1,2019,23950,2,2918,0,150,49.6,2
10,2017,20950,2,30148,0,150,54.3,2
11,2020,44950,2,100,1,150,26.9,3
4,2019,36450,2,5700,0,150,51.4,3
3,2019,25450,2,9204,1,150,46.3,2
8,2017,14500,1,28205,0,150,68.9,2
1,2018,18991,2,1100,0,145,67.3,2
2,2017,17997,0,28379,0,145,62.8,2
8,2018,18697,0,45268,0,145,57.6,2
2,2014,11740,1,81838,0,125,57.6,2
0,2013,7991,1,49479,1,125,51.4,1.6
1,2017,16498,2,22056,0,145,64.2,2
2,2019,29950,2,4629,0,150,48.7,2
0,2019,30950,2,5453,1,150,34.5,2
13,2016,32950,2,44914,0,240,42.8,3
1,2019,22950,2,7477,1,150,47.9,2
4,2019,27950,2,9239,2,150,62.8,2
0,2017,15950,1,13261,0,150,70.6,1.5
2,2020,41950,2,8,1,150,33.6,3
0,2018,15950,2,17200,0,150,44.1,2
12,2015,28950,0,36439,0,205,47.1,3
10,2020,34950,2,2500,0,145,54.3,2
2,2014,14950,2,66008,0,150,54.3,3
2,2020,37950,2,100,0,145,47.9,3
10,2019,34950,2,5492,0,145,54.3,2
0,2015,9985,1,43834,0,20,72.4,1.5
2,2017,18738,2,20422,0,150,60.1,2
1,2015,10691,1,41347,0,20,74.3,1.5
10,2013,12291,2,75395,0,160,50.4,2
2,2013,10991,1,68067,0,125,57.6,2
0,2016,14995,2,34700,0,20,67.3,2
0,2017,13495,1,25491,0,150,68.9,2
2,2017,18995,0,49954,0,200,49.6,3
0,2014,9250,1,61490,1,145,50.4,1.6
2,2015,14950,1,44538,0,125,57.6,2
1,2020,35250,2,100,0,150,49.6,2
0,2019,19950,2,11686,0,145,48.7,2
12,2019,56450,2,4445,0,145,33.6,3
12,2019,52450,2,101,0,145,37.7,3
1,2017,16950,2,11569,1,150,53.3,1.5
1,2019,21950,2,15470,0,150,47.1,2
2,2015,17999,2,30760,0,145,56.5,3
2,2017,20799,2,19559,1,145,48.7,2
3,2018,21290,0,3475,1,145,45.6,2
0,2017,13490,1,12312,1,150,53.3,1.5
2,2017,20400,2,28250,0,145,51.4,3
0,2019,19950,2,9119,1,145,54.3,1.5
1,2016,13950,2,35292,0,125,61.4,2
0,2017,17950,2,17988,0,145,61.4,2
2,2019,41450,2,423,1,145,34.9,3
6,2018,36450,2,17192,1,145,35.3,4.4
9,2019,27950,2,7419,0,145,58.9,2
20,2019,31450,2,8626,1,145,38.7,2
1,2015,13450,2,21150,1,30,55.4,1.5
0,2014,14950,2,56355,1,235,37.7,3
0,2017,14950,1,9463,0,145,72.4,1.5
2,2017,15290,2,61610,1,145,48.7,2
2,2016,13240,1,23255,1,150,48.7,2
3,2017,16395,2,48360,0,145,65.7,2
10,2016,23450,2,23961,0,145,54.3,2
12,2017,34950,0,32738,0,200,47.1,3
1,2020,19950,1,100,1,145,52.3,1.5
4,2019,32950,2,101,0,145,55.4,2
4,2019,30750,2,101,0,145,60.1,2
4,2019,31750,2,101,2,145,60.1,2
3,2019,28750,2,101,0,145,58.9,2
2,2018,27450,2,12521,1,145,41.5,3
3,2020,26950,2,2755,0,145,65.7,2
0,2020,27950,1,1638,1,145,41.5,1.5
8,2020,26950,2,811,1,145,40.9,1.5
2,2016,9250,1,79470,0,20,72.4,2
1,2017,16298,2,23388,0,145,64.2,2
12,2018,37498,0,25160,1,145,29.1,4.4
1,2018,21998,0,9566,2,135,113,1.5
2,2017,22798,2,16996,0,145,56.5,3
0,2019,20998,2,13942,0,150,60.1,2
8,2014,11298,2,33046,0,160,52.3,2
20,2019,32950,2,8031,1,145,37.2,2
0,2019,19950,2,9859,0,145,67.3,2
1,2016,18990,0,11854,0,145,55.4,2
0,2018,14980,2,20438,1,145,55.5,1.5
18,2015,24310,2,42932,1,555,28.5,4.4
4,2019,28450,2,101,1,145,50.4,2
1,2019,21950,1,2639,0,145,64.2,2
10,2019,32450,2,4125,0,145,54.3,2
0,2020,27950,2,100,0,145,51.4,2
8,2019,28950,2,3759,0,145,50.4,2
1,2018,24950,2,14835,1,145,32.5,3
12,2019,54750,2,18673,0,145,33.6,3
4,2019,36750,2,8027,0,145,51.4,3
4,2019,30950,2,3795,0,145,55.4,2
2,2019,30950,2,4112,0,145,49.6,2
10,2016,19950,2,42379,0,145,54.3,2
1,2019,24950,0,5042,2,135,113,1.5
0,2019,16950,2,11794,0,145,72.4,1.5
0,2017,14030,2,40344,0,145,68.9,1.5
0,2017,13760,1,24389,0,145,65.7,2
0,2015,10430,1,29454,1,30,56.5,1.5
3,2019,28750,2,101,0,145,58.9,2
12,2019,49950,2,7220,0,145,37.7,3
4,2019,29950,2,4043,0,145,60.1,2
0,2018,14995,2,17000,0,145,67.3,2
2,2018,18695,0,25876,0,145,64.2,2
2,2018,18157,0,28438,0,145,62.8,2
8,2016,19100,0,28785,0,125,57.6,2
1,2015,11837,2,27494,0,20,68.9,2
3,2017,18997,2,11328,1,145,48.7,2
3,2017,23497,0,14584,0,145,50.4,3
3,2016,19950,2,37897,0,125,60.1,2
17,2019,44950,2,4931,1,150,34,3
9,2019,27950,2,7946,0,150,58.9,2
0,2020,32972,2,151,1,150,34.5,2
10,2018,30980,2,4813,0,145,54.3,2
0,2016,11891,1,69219,0,20,68.9,2
4,2018,24999,0,24501,0,145,60.1,2
3,2017,19491,0,22771,0,145,55.4,3
0,2015,11999,1,36339,0,30,62.8,2
3,2016,10999,1,93421,0,30,62.8,2
2,2020,28950,2,300,1,145,42.2,2
20,2020,38950,2,100,1,145,33.2,3
10,2014,19950,2,23693,0,145,54.3,2
0,2019,21950,1,5013,1,145,44.1,1.5
4,2019,31950,2,1355,0,145,55.4,2
1,2015,13950,2,68787,0,125,57.6,2
0,2019,18950,2,15028,1,145,36.7,1.5
0,2019,16950,2,11137,0,145,72.4,1.5
2,2019,23450,2,11629,0,145,62.8,2
0,2019,19950,2,10102,0,145,48.7,2
2,2019,21450,2,14009,0,150,55.4,2
2,2019,21450,2,11706,0,150,55.4,2
22,2014,15450,0,42479,2,0,470.8,0
12,2019,48950,2,8043,0,150,37.7,3
11,2019,34950,2,5763,0,150,42.8,2
1,2015,17541,2,26035,1,165,44.1,2
12,2013,26651,0,47301,0,205,45.6,3
2,2016,18191,2,38882,2,0,134.5,2
2,2019,39020,2,7537,0,145,43.5,3
0,2017,14951,2,18852,0,150,70.6,2
2,2018,22021,2,26821,0,150,64.2,2
4,2019,36951,2,7218,1,150,46.3,2
1,2016,15950,2,43911,0,145,55.4,2
7,2019,56950,2,9731,0,145,39.8,3
10,2016,21950,2,45142,0,200,47.9,3
1,2019,20950,1,100,1,145,52.3,1.5
1,2020,22950,1,500,1,145,42.8,1.5
8,2020,29950,2,35,0,145,40.9,2
0,2019,18950,2,9079,0,145,47.9,1.5
12,2019,51950,2,101,0,145,37.7,3
10,2019,31950,2,7721,0,145,54.3,2
8,2019,26450,2,8643,0,145,50.4,2
12,2019,57950,2,4897,0,145,33.6,3
3,2018,24401,2,9049,0,150,58.9,2
9,2019,36451,2,2975,1,150,34,2
17,2017,34221,2,63660,1,150,32.5,3
9,2019,34910,2,4577,1,145,39.2,2
8,2019,32940,2,5642,1,145,37.7,2
13,2019,68300,2,3145,1,145,26.4,3
18,2019,89900,2,2269,1,145,24.1,4.4
2,2018,16950,1,19041,0,145,67.3,2
2,2020,28450,2,101,0,145,50.4,2
1,2019,20450,1,101,1,145,42.2,1.5
0,2016,13950,2,54205,0,20,68.9,1.5
10,2019,32509,2,9000,0,145,54.3,2
10,2019,37963,2,4786,0,145,48.7,3
9,2019,24543,2,3412,1,145,38.7,2
3,2016,13949,0,70976,0,30,65.7,2
0,2017,16770,0,22848,1,145,47.9,2
8,2016,18727,0,16318,1,160,44.8,2
4,2015,10400,1,73227,0,125,61.4,2
0,2015,9890,0,58283,0,30,64.2,2
3,2014,15050,2,26973,0,125,60.1,2
3,2019,34360,2,3986,0,145,51.4,3
0,2019,33150,2,4902,0,145,51.4,2
5,2019,41980,2,4028,0,145,42.2,2
1,2019,31410,2,3104,1,145,47.9,2
9,2019,29542,2,5564,1,145,39.8,2
2,2017,18741,2,27012,0,30,64.2,2
13,2016,30572,2,40246,0,200,44.8,3
14,2019,65520,0,8574,0,145,33.6,3
8,2015,10912,2,82455,0,160,52.3,2
3,2019,27125,2,5046,0,145,65.7,2
10,2019,36203,2,3425,0,145,48.7,3
10,2018,32340,2,10488,0,145,48.7,3
3,2014,18712,0,43116,0,160,50.4,3
5,2015,20172,2,37175,0,160,49.6,3
6,2019,45640,0,7689,0,145,44.1,3
7,2019,64103,2,1897,0,145,39.8,3
13,2015,23162,2,55912,0,200,47.1,3
8,2017,23032,2,19340,0,145,57.6,2
2,2017,23481,2,33093,0,145,51.4,3
0,2019,25362,2,9503,1,145,39.8,3
1,2019,25660,0,8092,1,145,39.8,3
8,2016,18211,2,52889,0,125,57.6,2
0,2016,12121,1,24516,0,20,72.4,1.5
1,2015,9852,1,43555,1,30,57.6,1.5
2,2013,12822,1,9276,1,160,44.8,2
2,2019,25842,2,4238,0,145,52.3,2
8,2018,22632,2,14852,0,145,60.1,2
0,2017,15381,2,74652,0,125,60.1,2
0,2015,13391,2,49394,0,30,64.2,2
3,2019,27591,1,5303,0,150,62.8,2
1,2019,24196,2,2421,1,145,47.9,2
4,2017,27152,2,66068,0,145,51.4,3
3,2018,21302,0,17768,0,145,65.7,2
3,2017,20062,2,46674,0,145,55.4,3
2,2017,20498,2,22271,2,0,134.5,2
0,2016,11110,1,25073,0,0,83.1,1.5
0,2017,15870,2,28163,1,150,54.3,1.5
0,2017,14490,1,22137,0,145,70.6,1.5
1,2017,12999,1,42378,1,125,53.3,1.5
10,2013,15341,2,68729,0,165,50.4,2
2,2015,14051,2,68704,0,125,58.9,2
3,2016,19216,0,25798,1,160,44.1,2
4,2018,33066,0,5595,1,145,29.1,3
17,2019,58662,0,3395,1,145,34,3
4,2017,21946,0,38410,1,145,48.7,2
3,2015,17786,0,45550,1,260,37.2,3
3,2019,22766,0,5767,1,145,48.7,2
12,2019,48836,0,4553,1,145,27.2,3
2,2013,12262,2,44125,0,30,62.8,2
0,2013,10372,1,33940,0,30,64.2,2
8,2019,22442,1,3991,1,145,51.4,1.5
0,2017,15672,1,20327,1,125,52.3,1.5
10,2019,31683,2,8524,1,145,30.4,2
10,2019,31903,2,7161,1,145,30.4,2
2,2016,12990,2,48788,0,0,74.3,2
8,2018,19300,1,15209,0,145,52.3,2
0,2016,15480,0,30900,1,145,47.9,2
1,2016,12368,1,30243,1,125,50.4,1.5
1,2016,15490,2,36924,0,30,62.8,2
0,2017,12942,1,36274,0,145,70.6,1.5
12,2014,27498,0,28056,1,555,26.9,4.4
0,2015,11933,2,19168,1,145,49.6,1.6
3,2018,19991,2,8018,1,145,44.1,2
1,2019,15630,1,20592,1,145,40.9,1.5
1,2017,20740,1,9885,1,145,36.2,3
4,2017,22899,2,33046,0,145,64.2,2
8,2016,15500,1,37000,0,125,60.1,2
8,2016,16700,2,44000,0,145,55.4,2
1,2017,14200,2,14500,0,20,68.9,2
8,2017,18890,2,21113,0,145,65.7,2
0,2017,13500,1,34500,0,150,65.7,2
0,2017,15500,1,11500,1,150,52.3,1.5
8,2016,18650,0,29330,0,145,55.4,2
4,2019,31580,0,8612,1,145,48.7,2
2,2019,27710,2,9545,0,145,52.3,2
0,2017,11799,1,10683,1,30,56.5,1.5
22,2014,14495,0,34539,2,0,470.8,0
0,2017,15000,2,26488,0,20,67.3,2
2,2020,33995,2,10,0,145,53.3,2
2,2019,29990,2,5604,1,145,40.9,2
8,2017,18995,2,32300,0,150,57.6,2
1,2017,12500,1,48839,0,145,74.3,1.5
1,2018,17000,1,19566,0,145,54.3,2
4,2017,30995,2,24000,0,145,51.4,3
1,2016,13699,0,24849,0,30,64.2,2
0,2016,10690,1,41718,1,125,53.3,1.5
0,2015,8390,1,55825,1,150,50.4,1.6
0,2013,9444,2,44000,1,145,48.7,1.6
2,2018,20860,2,15388,0,145,56.5,3
2,2013,12077,2,21388,0,30,62.8,2
8,2018,24081,2,13245,0,150,60.1,2
4,2019,37921,2,6311,1,150,46.3,2
3,2014,16612,2,48474,0,160,52.3,3
12,2018,37692,0,24786,0,145,47.1,3
12,2019,48892,0,7666,0,145,37.7,3
0,2019,30240,0,7791,1,145,34.5,2
11,2019,38980,2,6982,0,145,40.9,3
10,2019,43740,0,3280,0,145,54.3,2
3,2019,23270,0,5865,1,145,48.7,2
2,2019,40406,0,1683,1,145,34.9,3
0,2019,27190,1,5382,0,145,53.3,2
0,2019,31200,0,9516,0,145,48.7,2
1,2019,29960,2,5720,0,145,49.6,2
1,2017,18100,2,20319,1,145,48.7,2
8,2016,17500,1,26122,0,20,68.9,2
2,2018,18690,2,29748,0,145,60.1,2
2,2018,18500,2,26937,0,145,64.2,2
2,2013,8992,1,63969,0,30,62.8,2
1,2019,19949,1,14219,0,145,51.4,2
8,2018,16500,1,27041,0,145,68.9,2
2,2019,27990,1,4465,0,145,54.3,2
2,2019,29995,2,1425,1,145,42.2,2
8,2019,25995,1,3150,1,145,52.3,1.5
2,2019,27990,2,5600,0,145,52.3,2
4,2019,29990,2,3117,1,145,50.4,2
1,2020,30995,2,1501,0,145,48.7,2
3,2020,37995,2,1501,0,145,58.9,2
4,2020,33995,2,1501,2,145,49.6,2
8,2017,19790,2,22579,1,160,44.8,2
4,2015,19990,2,31567,0,160,50.4,3
4,2016,15990,2,21698,0,30,62.8,2
12,2019,51990,2,7300,0,150,33.6,3
16,2018,43990,2,12879,1,150,34,3
2,2019,31490,1,4503,0,150,54.3,2
2,2016,18990,2,45090,0,165,51.4,3
0,2018,17490,2,26232,1,150,54.3,1.5
2,2018,17490,1,12311,0,150,62.8,2
1,2020,26995,2,10,1,145,42.2,1.5
8,2016,17990,2,25216,0,125,60.1,2
0,2019,26990,2,3660,1,145,40.4,1.5
2,2019,28990,2,6,1,145,42.2,2
2,2019,28990,2,7322,0,145,52.3,2
10,2019,33990,2,38,0,145,54.3,2
3,2019,27990,2,6051,0,145,65.7,2
12,2019,56990,2,8637,0,145,33.6,3
0,2019,24990,1,5846,1,145,41.5,1.5
12,2019,54990,2,7153,0,150,33.6,3
1,2016,17240,2,25653,0,125,60.1,2
0,2019,24990,2,6377,1,150,39.8,3
3,2014,12990,2,52135,0,125,61.4,2
12,2019,51990,2,5849,0,150,37.7,3
12,2019,51990,2,5850,0,150,37.7,3
2,2019,29990,2,4210,1,150,40.9,2
1,2018,20360,0,8370,1,145,36.2,2
1,2015,10860,1,46904,0,20,74.3,1.5
0,2017,14610,2,30939,0,30,65.7,2
3,2015,21491,0,24421,1,260,36.7,3
12,2014,23950,0,67711,0,200,47.1,3
0,2015,11550,2,19886,0,20,67.3,2
2,2017,14000,1,22000,1,150,52.3,1.5
3,2016,19595,2,9647,1,160,44.1,2
2,2019,25595,2,2400,1,150,41.5,3
2,2014,17999,2,26311,2,135,47.9,3
3,2018,23990,2,19438,0,145,55.4,3
0,2019,15990,1,5161,1,145,53.3,1.5
1,2020,32995,2,1501,1,145,36.2,2
1,2019,19990,1,3303,1,145,42.8,1.5
2,2019,32990,2,4758,0,145,49.6,2
12,2019,50990,2,5925,0,145,37.7,3
1,2018,19990,2,21691,1,145,47.9,2
2,2018,24490,2,21110,0,145,51.4,3
1,2017,17990,2,8693,1,145,50.4,2
2,2019,30990,2,3165,0,145,52.3,2
2,2016,19995,2,34110,0,160,51.4,3
1,2017,15995,2,29006,0,150,68.9,2
0,2017,12995,1,25656,0,150,72.4,1.5
12,2017,33500,0,54000,0,150,42.8,3
0,2019,23500,2,11128,1,150,39.8,3
3,2017,19250,2,14500,1,145,48.7,2
2,2019,36990,2,4314,1,145,40.4,2
10,2019,35990,2,15,0,145,54.3,2
7,2019,59990,2,5441,0,145,40.4,3
10,2019,35995,2,4421,0,145,54.3,2
11,2019,37995,2,5809,0,145,42.8,2
2,2019,28990,2,3811,0,145,52.3,2
1,2020,29995,2,1501,1,145,47.9,2
9,2020,29995,2,1501,1,145,38.7,2
8,2020,34995,2,1501,0,145,50.4,2
8,2020,30995,2,1501,0,145,50.4,2
3,2019,25990,2,2028,0,145,65.7,2
10,2020,42995,2,1501,1,145,34.5,3
2,2020,32995,2,1501,0,145,50.4,2
8,2016,15995,2,50131,0,125,60.1,2
0,2016,12490,1,15210,1,125,53.3,1.5
2,2016,15750,1,34484,0,125,58.9,2
2,2016,19490,2,14302,0,145,56.5,3
8,2017,18990,2,34697,0,145,55.4,2
12,2016,30990,0,39469,2,0,85.6,2
1,2018,25990,2,3960,1,145,32.5,3
2,2020,35995,2,1501,0,145,47.9,3
2,2017,22950,2,28600,0,145,51.4,3
1,2019,21995,2,3682,1,145,47.9,2
9,2020,28995,2,10,0,145,58.9,2
3,2017,17990,1,29926,0,30,62.8,2
13,2019,52990,2,3086,0,145,34.9,3
0,2018,15990,1,13856,1,145,53.3,1.5
1,2019,24990,2,4155,0,145,65.7,2
10,2019,35995,0,3800,0,145,54.3,2
0,2019,18999,1,5623,1,145,52.3,1.5
9,2018,22500,2,34697,0,145,58.9,2
1,2019,23222,2,5290,1,145,48.7,1.5
2,2019,33999,2,8680,2,135,8.8,2
4,2019,34555,2,4592,2,135,156.9,2
2,2019,27500,2,9262,0,145,52.3,2
2,2019,25444,0,13033,1,145,42.2,2
2,2019,23250,2,11659,0,145,55.4,2
2,2019,23250,2,12045,0,145,55.4,2
3,2019,36999,0,3500,0,145,50.4,3
3,2019,35999,0,1500,0,145,60.1,2
4,2019,31950,0,3500,1,145,50.4,2
1,2020,31820,1,1500,1,145,43.5,1.5
0,2020,27995,1,2500,0,145,53.3,2
2,2019,35995,0,17188,0,145,49.6,2
4,2019,31950,0,3500,1,145,50.4,2
8,2019,31995,0,9500,0,145,52.3,2
8,2019,26999,1,4500,1,145,49.6,1.5
2,2019,28444,0,5500,1,145,42.2,2
1,2019,19555,1,5500,1,145,40.9,1.5
4,2019,32499,0,9222,0,145,65.7,2
3,2019,29999,0,3403,0,145,60.1,2
2,2020,36650,0,4500,0,145,49.6,2
0,2019,19999,2,5963,1,145,54.3,1.5
0,2019,18995,2,5354,0,145,68.9,1.5
0,2019,18995,2,5268,0,145,68.9,1.5
1,2019,22499,1,6772,0,145,60.1,2
0,2019,18495,1,7752,0,145,70.6,1.5
2,2019,27995,2,2317,0,150,52.3,2
2,2019,33444,0,3725,0,145,50.4,2
2,2020,36995,0,4500,0,145,50.4,2
3,2019,27995,0,6514,0,145,55.4,3
6,2020,54995,2,1501,0,145,42.2,3
10,2019,34995,2,8829,1,145,30.4,2
10,2020,33995,2,1501,0,145,54.3,2
3,2019,26444,0,6500,0,145,65.7,2
3,2019,29995,0,4837,0,145,65.7,2
3,2019,30995,0,4500,0,145,58.9,2
3,2019,29995,0,4500,0,145,58.9,2
2,2019,30888,0,6500,0,145,52.3,2
3,2019,27999,0,5891,0,145,65.7,2
1,2019,25995,0,6500,0,145,46.3,2
8,2019,30995,2,1501,0,145,52.3,2
11,2019,41995,2,1501,0,145,40.9,3
2,2017,19450,2,24701,0,30,62.8,2
0,2017,12450,1,43757,0,150,72.4,1.5
2,2019,29990,1,16,0,145,54.3,2
10,2019,33990,2,5434,0,145,54.3,2
3,2020,36990,2,99,0,145,47.9,3
2,2017,19995,2,28243,0,145,60.1,2
3,2019,29999,0,8914,0,145,65.7,2
4,2019,36995,0,6814,0,145,60.1,3
1,2017,17990,2,15630,0,145,62.8,2
12,2014,23000,0,42310,0,200,45.6,3
12,2017,30400,0,24860,0,145,47.1,3
3,2019,35950,0,9250,0,145,50.4,3
10,2019,33450,0,9641,1,145,30.4,2
4,2019,34995,0,14500,0,145,60.1,3
2,2019,31995,0,13978,0,145,52.3,2
3,2019,30995,0,1500,1,145,48.7,2
10,2019,38995,0,6527,0,145,54.3,2
0,2016,12400,1,49315,0,20,70.6,1.5
2,2016,15740,2,39900,0,30,62.8,2
4,2016,12990,1,54820,0,125,60.1,2
2,2013,11900,2,17332,1,165,47.1,2
2,2019,31995,2,4995,0,145,52.3,2
4,2019,34990,2,1800,1,145,47.9,2
12,2019,56990,2,8000,0,145,33.6,3
3,2019,25995,2,3144,1,145,45.6,2
2,2019,33690,2,8718,0,145,47.9,3
2,2019,35490,2,10130,0,145,44.1,3
3,2016,17995,2,36907,0,30,65.7,2
3,2016,18000,2,36660,0,125,58.9,2
4,2016,16890,2,22600,0,30,62.8,2
2,2019,23990,2,7015,0,145,53.3,2
12,2017,36995,0,42000,0,145,42.8,3
2,2017,17950,1,18799,0,145,64.2,2
0,2019,19999,2,16106,0,145,67.3,2
3,2018,22000,2,12490,0,145,52.3,3
3,2016,16440,2,40340,1,145,48.7,2
8,2017,17037,0,19838,0,30,65.7,2
2,2014,12890,2,52106,0,30,62.8,2
2,2015,17190,2,51050,0,200,49.6,3
2,2015,15100,2,34500,1,160,46.3,2
2,2016,18257,0,19060,0,145,53.3,3
0,2016,11000,1,38810,1,125,53.3,1.5
8,2019,24449,2,5336,0,145,60.1,2
9,2019,28499,2,8550,0,145,48.7,2
20,2019,32449,2,2485,1,145,38.7,2
11,2019,34999,2,9829,0,145,42.8,2
11,2019,41999,2,6449,0,145,37.2,3
0,2019,22999,1,3641,0,145,58.9,1.5
12,2019,49999,2,5681,0,145,37.7,3
10,2019,36999,2,4494,0,145,48.7,3
10,2019,31999,2,6624,0,145,54.3,2
9,2019,22999,2,7255,1,145,41.5,1.5
5,2019,39999,2,1125,1,145,34.5,3
4,2019,37999,2,3709,0,145,51.4,3
17,2019,45999,2,2373,1,145,34,3
11,2019,40999,2,8023,1,145,26.9,3
0,2019,25995,1,500,1,145,41.5,1.5
10,2019,31990,2,7115,0,145,54.3,2
20,2019,33990,2,8810,1,145,37.2,2
8,2019,27990,2,8521,0,145,60.1,2
12,2019,47990,2,5311,0,145,37.7,3
12,2019,46990,2,10565,0,145,37.7,3
9,2019,34995,0,8728,1,145,34,2
0,2019,20222,0,7407,1,145,47.9,2
1,2019,20850,0,7234,2,135,148.7,1.5
1,2019,20850,0,12070,2,135,148.7,1.5
11,2019,39995,0,5505,0,145,42.8,2
2,2019,32995,0,4500,0,145,50.4,2
2,2019,35450,0,6500,0,145,50.4,2
2,2019,22495,2,8886,0,145,67.3,2
0,2019,25995,1,1309,1,145,41.5,1.5
0,2017,17495,2,27756,1,145,54.3,1.5
10,2019,54995,2,4490,1,145,24.8,3
2,2016,16995,2,20756,0,30,64.2,2
4,2016,17450,2,41123,0,125,60.1,2
9,2019,29999,0,6695,0,145,58.9,2
0,2019,17444,0,5500,0,145,72.4,1.5
2,2019,28995,0,16367,0,145,52.3,2
0,2019,31950,2,8600,1,145,34.5,2
12,2019,52995,2,10100,0,145,33.6,3
2,2018,21495,2,23000,0,145,62.8,2
1,2016,16950,2,47385,1,160,47.1,2
0,2019,22995,2,8332,1,150,42.8,1.5
2,2019,27888,2,10268,0,150,52.3,2
2,2019,26995,2,11355,0,150,52.3,2
0,2019,23995,1,6196,1,150,41.5,1.5
